start,end,ori,sf,tf,contrast
84596,84686,315,0.16,8,0.8
87299,87389,315,0.16,8,0.8
101714,101804,315,0.16,8,0.8
109072,109162,315,0.16,8,0.8
12371,12461,315,0.16,15,0.8
33543,33633,315,0.16,15,0.8
100513,100603,315,0.16,15,0.8
145710,145800,315,0.16,15,0.8
192559,192649,315,0.16,15,0.8
196162,196252,315,0.16,15,0.8
198415,198505,315,0.16,15,0.8
211779,211869,315,0.16,15,0.8
4863,4953,315,0.32,1,0.8
6965,7056,315,0.32,1,0.8
43153,43243,315,0.32,1,0.8
69280,69370,315,0.32,1,0.8
72133,72223,315,0.32,1,0.8
73785,73875,315,0.32,1,0.8
149764,149854,315,0.32,1,0.8
205472,205562,315,0.32,1,0.8
39700,39790,315,0.32,2,0.8
60421,60511,315,0.32,2,0.8
105168,105258,315,0.32,2,0.8
141055,141145,315,0.32,2,0.8
143608,143698,315,0.32,2,0.8
145410,145500,315,0.32,2,0.8
181447,181537,315,0.32,2,0.8
205622,205712,315,0.32,2,0.8
37447,37537,315,0.32,4,0.8
63574,63664,315,0.32,4,0.8
90903,90993,315,0.32,4,0.8
117931,118021,315,0.32,4,0.8
119432,119523,315,0.32,4,0.8
133847,133938,315,0.32,4,0.8
142406,142496,315,0.32,4,0.8
207574,207664,315,0.32,4,0.8
39249,39339,315,0.32,8,0.8
68229,68319,315,0.32,8,0.8
74686,74776,315,0.32,8,0.8
83395,83485,315,0.32,8,0.8
89401,89491,315,0.32,8,0.8
149314,149404,315,0.32,8,0.8
168383,168474,315,0.32,8,0.8
180696,180786,315,0.32,8,0.8
2010,2100,315,0.32,15,0.8
31591,31681,315,0.32,15,0.8
62673,62764,315,0.32,15,0.8
64175,64265,315,0.32,15,0.8
70632,70722,315,0.32,15,0.8
87750,87840,315,0.32,15,0.8
198865,198955,315,0.32,15,0.8
213881,213971,315,0.32,15,0.8
